Koppelmethode;Koppel-ID;Bron;Bronlaag;Bronveld;Bronwaarde;LGB-code_binnendijks;LGB-code_buitendijks;LGB_beschrijving;Toelichting;Documentatie
mapping;;BRP;brp_gewas;gewascode;332;54;182;Overig gras/natuur (geen schade);"Grasland, natuurlijk. Hoofdfunctie natuur.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;335;54;182;Overig gras/natuur (geen schade);"Natuurterreinen (incl. heide); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;338;54;182;Overig gras/natuur (geen schade);"Rand, liggend op bouwland en direct grenzend aan bos. Geen landbouwproductie.; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;863;54;182;Overig gras/natuur (geen schade);"Bos zonder herplantplicht; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1926;54;182;Overig gras/natuur (geen schade);"Agrarisch natuurmengsel; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1936;54;182;Overig gras/natuur (geen schade);"Bos, blijvend, met herplantplicht; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;1940;54;182;Overig gras/natuur (geen schade);"Voedselbos; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2300;54;182;Overig gras/natuur (geen schade);"Onbeteelde grond vanwege een teeltverbod/ontheffing; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2617;54;182;Overig gras/natuur (geen schade);"Boomgroep; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2618;54;182;Overig gras/natuur (geen schade);"Windhaag, in een perceel fruitteelt; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2619;54;182;Overig gras/natuur (geen schade);"Bossingel; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2620;54;182;Overig gras/natuur (geen schade);"Poel en klein historisch water; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2621;54;182;Overig gras/natuur (geen schade);"Houtwal en houtsingel; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2622;54;182;Overig gras/natuur (geen schade);"Elzensingel; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2624;54;182;Overig gras/natuur (geen schade);"Knip- of scheerheg; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2625;54;182;Overig gras/natuur (geen schade);"Struweelhaag; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2626;54;182;Overig gras/natuur (geen schade);"Laan; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2628;54;182;Overig gras/natuur (geen schade);"Hoogstamboomgaard; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2629;54;182;Overig gras/natuur (geen schade);"Struweelrand; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2630;54;182;Overig gras/natuur (geen schade);"Hakhoutbosje; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2631;54;182;Overig gras/natuur (geen schade);"Griendje; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2634;54;182;Overig gras/natuur (geen schade);"Natuurvriendelijke oever; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2636;54;182;Overig gras/natuur (geen schade);"Leibomen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2637;54;182;Overig gras/natuur (geen schade);"Schurvelingen en zandwallen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2638;54;182;Overig gras/natuur (geen schade);"Niet aangetroffen in lokale BRP-2025; naam niet ingevuld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2639;54;182;Overig gras/natuur (geen schade);"Water, overig; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;2642;54;182;Overig gras/natuur (geen schade);"Bosje; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3801;54;182;Overig gras/natuur (geen schade);"Tijdelijk onbeteelde grond, i.v.m. publieke werken; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3802;54;182;Overig gras/natuur (geen schade);"Tijdelijk onbeteelde grond, anders dan voor publieke werken; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;3805;54;182;Overig gras/natuur (geen schade);"Rietzwenkgras, industriegras; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6522;54;182;Overig gras/natuur (geen schade);"Riet; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6793;54;182;Overig gras/natuur (geen schade);"Graften; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6798;54;182;Overig gras/natuur (geen schade);"Perceel bedekt met gewasresten (mulching); Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6800;54;182;Overig gras/natuur (geen schade);"Ruigtes op landbouwpercelen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6801;54;182;Overig gras/natuur (geen schade);"Schouwpad; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6807;54;182;Overig gras/natuur (geen schade);"Stroken wild gras; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6808;54;182;Overig gras/natuur (geen schade);"Tuunwallen; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;6809;54;182;Overig gras/natuur (geen schade);"Voederhaag; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7127;54;182;Overig gras/natuur (geen schade);"Rietland; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;7128;54;182;Overig gras/natuur (geen schade);"Niet aangetroffen in lokale BRP-2025; naam niet ingevuld; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;343;54;182;Overig gras/natuur (geen schade);"BGT-water gaat voor op het BRP-perceel.; Sloot; Notitie p. 9, tabel 5";
mapping;;BRP;brp_gewas;gewascode;*;53;181;Overige land- en tuinbouwgewassen;"Overige gewassen volgens de notitie.; Ook codes uit toekomstige BRP-versies; Notitie p. 9";
mapping;;BGT;bgt_wegdeel;bgt-functie;baan voor vliegverkeer;70;198;Vliegvelden;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;overweg;71;199;Spoorwegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;spoorbaan;71;199;Spoorwegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;rijbaan autosnelweg;72;200;Snelwegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;rijbaan autoweg;72;200;Snelwegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;rijbaan regionale weg;73;201;Regionale wegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;rijbaan lokale weg;74;202;Lokale wegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;OV-baan;74;202;Lokale wegen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;fietspad;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;inrit;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;parkeervlak;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;voetgangersgebied;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;voetpad;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;voetpad op trap;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;woonerf;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_wegdeel;bgt-functie;ruiterpad;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_ondersteunendwegdeel;bgt-functie;verkeerseiland;75;203;Overige wegdelen;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_ondersteunendwegdeel;bgt-functie;berm;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;duin;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;gemengd bos;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;grasland overig;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;groenvoorziening;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;heide;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;houtwal;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;kwelder;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;loofbos;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;moeras;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;naaldbos;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;rietland;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;struiken;78;206;Bermen, overig gras, bos, natuur;Notitie p. 10, tabel 6;
mapping;;BGT;bgt_begroeidterreindeel;bgt-fysiekVoorkomen;grasland agrarisch;50;182;Agrarisch grasland (+ groenbemesters);"BGT-gras vult de BRP-landbouwpercelen aan.; Aanvulling op BRP-gras; Notitie p. 9, tabel 5";
mapping;;BGT;bgt_onbegroeidterreindeel;;*;76;204;Erf;"Nog bevestigen: welke onbegroeide terreindelen als erf meetellen.; Onbegroeid terreindeel; Notitie p. 10, tabel 6";
mapping;;BGT;bgt_waterdeel;;*;100;228;Water;"Waterdeel; Notitie p. 10, tabel 6";
